# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,7.584,0,0,0,0,0,0,32.746,29.617,0.15684,NaN,193.32,71.089,85,0,NaN
0.01,0,0,3.2422,0,0,0,0,0,0,32.746,29.617,0.15684,NaN,193.32,213.27,85,0,NaN
0.02,0,0,1.1013,0,0,0,0,0,0,32.741,29.612,0.15684,NaN,193.31,355.44,85,0,NaN
0.03,5.4913e-5,0.011027,5.4462,4.8043e-6,0,0,0,0,0,32.736,29.608,0.15683,NaN,193.3,497.62,85,0,NaN
0.04,4.3612e-4,0.06551,9.7925,3.8156e-5,0,0,0,0,0,32.731,29.603,0.15682,NaN,193.28,639.8,85,0,NaN
0.05,0.0015766,0.16346,14.14,1.3793e-4,0,0,0,0,0,32.726,29.598,0.15682,NaN,193.27,781.98,85,0,NaN
0.06,0.0039094,0.30489,18.489,3.4203e-4,0,0,0,0,0,32.72,29.593,0.15681,NaN,193.25,924.16,85,0,NaN
0.07,0.0078678,0.48982,22.84,6.8835e-4,0,0,0,0,0,32.715,29.589,0.15681,NaN,193.24,1066.3,85,0,NaN
0.08,0.013885,0.71826,27.191,0.0012148,0,0,0,0,0,32.71,29.584,0.1568,NaN,193.22,1208.5,85,0,NaN
# Event LIFTOFF occurred at t=0.09 seconds
0.09,0.022395,0.99022,31.544,0.0019593,0,0,0,0,0,32.705,29.579,0.15679,NaN,193.21,1350.7,85,0,NaN
0.1,0.033831,1.3057,35.899,0.0029598,0,0,0,0,0,32.7,29.575,0.15679,NaN,193.19,1492.9,85,0,NaN
0.11,0.048627,1.6648,40.255,0.0042543,0,0,0,0,0,32.694,29.57,0.15678,NaN,193.18,1635,85,0,NaN
0.12,0.067217,2.0674,44.612,0.0058807,0,0,0,0,0,32.689,29.565,0.15677,NaN,193.16,1777.2,85,0,NaN
0.13,0.090034,2.5136,48.21,0.007877,0,0,0,0,0,32.684,29.56,0.15677,NaN,193.15,1894.6,85,0,NaN
0.14,0.11748,2.9958,48.69,0.010278,0,0,0,0,0,32.677,29.554,0.15676,NaN,193.13,1909.9,85,0,NaN
0.15,0.14975,3.4828,48.837,0.013101,0,0,0,0,0,32.668,29.546,0.15675,NaN,193.1,1914.1,85,0,NaN
0.16,0.18687,3.9713,48.987,0.016349,0,0,0,0,0,32.657,29.536,0.15674,NaN,193.07,1918.4,85,0,NaN
0.17,0.22888,4.4614,49.136,0.020024,0,0,0,0,0,32.646,29.526,0.15672,NaN,193.04,1922.7,85,0,NaN
0.18,0.27577,4.9529,49.285,0.024127,0,0,0,0,0,32.635,29.516,0.15671,NaN,193.01,1926.9,85,0,NaN
0.19,0.32756,5.4459,49.434,0.028658,0,0,0,0,0,32.625,29.507,0.1567,NaN,192.98,1931.2,85,0,NaN
0.2,0.38428,5.9404,49.584,0.03362,0,0,0,0,0,32.614,29.497,0.15668,NaN,192.95,1935.5,85,0,NaN
0.21,0.44593,6.4364,49.733,0.039014,0,0,0,0,0,32.603,29.487,0.15667,NaN,192.92,1939.7,85,0,NaN
0.22,0.51252,6.9339,49.882,0.04484,0,0,0,0,0,32.593,29.477,0.15666,NaN,192.89,1944,85,0,NaN
0.23,0.58408,7.4329,50.032,0.051101,0,0,0,0,0,32.582,29.468,0.15665,NaN,192.86,1948.2,85,0,NaN
0.24,0.66062,7.9333,50.181,0.057797,0,0,0,0,0,32.571,29.458,0.15663,NaN,192.83,1952.5,85,0,NaN
0.25,0.74215,8.4353,50.331,0.06493,0,0,0,0,0,32.56,29.448,0.15662,NaN,192.8,1956.8,85,0,NaN
0.26,0.82869,8.9388,50.48,0.072501,0,0,0,0,0,32.55,29.438,0.15661,NaN,192.77,1961,85,0,NaN
0.27,0.92026,9.4437,50.63,0.080512,0,0,0,0,0,32.539,29.428,0.15659,NaN,192.73,1965.3,85,0,NaN
0.28,1.0169,9.9502,50.779,0.088964,0,0,0,0,0,32.528,29.419,0.15658,NaN,192.7,1969.6,85,0,NaN
0.29,1.1185,10.458,50.929,0.097857,0,0,0,0,0,32.518,29.409,0.15657,NaN,192.67,1973.8,85,0,NaN
0.3,1.2252,10.968,51.079,0.10719,0,0,0,0,0,32.507,29.399,0.15656,NaN,192.64,1978.1,85,0,NaN
0.31,1.337,11.479,51.228,0.11698,0,0,0,0,0,32.496,29.389,0.15654,NaN,192.61,1982.4,85,0,NaN
0.32,1.4539,11.991,51.378,0.1272,0,0,0,0,0,32.485,29.379,0.15653,NaN,192.58,1986.6,85,0,NaN
0.33,1.5759,12.505,51.528,0.13788,0,0,0,0,0,32.475,29.37,0.15652,NaN,192.55,1990.9,85,0,NaN
0.34,1.7031,13.02,51.677,0.149,0,0,0,0,0,32.464,29.36,0.1565,NaN,192.52,1995.1,85,0,NaN
0.35,1.8354,13.537,51.827,0.16057,0,0,0,0,0,32.453,29.35,0.15649,NaN,192.49,1999.4,85,0,NaN
0.36,1.9728,14.056,51.976,0.1726,0,0,0,0,0,32.443,29.34,0.15648,NaN,192.46,2003.7,85,0,NaN
0.37,2.1154,14.576,52.126,0.18508,0,0,0,0,0,32.432,29.33,0.15647,NaN,192.43,2007.9,85,0,NaN
0.38,2.2632,15.097,52.276,0.19801,0,0,0,0,0,32.421,29.32,0.15645,NaN,192.4,2012.2,85,0,NaN
0.39,2.4162,15.62,52.425,0.21139,0,0,0,0,0,32.41,29.31,0.15644,NaN,192.36,2016.5,85,0,NaN
0.4,2.5744,16.144,52.571,0.22523,0,0,0,0,0,32.4,29.301,0.15643,NaN,192.33,2020.6,85,0,NaN
0.41,2.7379,16.67,52.683,0.23953,0,0,0,0,0,32.389,29.291,0.15641,NaN,192.3,2023.6,85,0,NaN
0.42,2.9066,17.197,52.786,0.25429,0,0,0,0,0,32.378,29.28,0.1564,NaN,192.27,2026.4,85,0,NaN
# Event LAUNCHROD occurred at t=0.43 seconds
0.43,3.0805,17.725,52.896,0.26951,0,0,0,0,0,32.367,29.27,0.15639,227.22,192.24,2029.8,85,0,NaN
0.445,3.3513,18.519,53.067,0.2933,0,0.039589,0,2.1995e-6,2.5526e-8,32.353,29.257,0.15637,227.1,192.2,2034.9,85,0,NaN
0.4675,3.7798,19.714,53.324,0.33129,0,0.092906,0,1.4238e-5,9.8022e-8,32.332,29.238,0.15634,226.94,192.14,2042.6,85,0,NaN
0.50125,4.4727,21.517,53.708,0.39349,0,0.16148,0,5.4851e-5,2.1265e-7,32.3,29.208,0.15631,226.74,192.04,2054.1,85,-3.7898e-6,NaN
0.55125,5.6111,24.208,54.276,0.49719,0,0.2435,0,1.7314e-4,5.0017e-7,32.253,29.165,0.15625,226.5,191.91,2067.8,85,-1.5602e-5,NaN
0.60125,6.884,26.926,54.792,0.61479,-5.6475e-9,0.3079,0,3.7406e-4,6.7851e-7,32.197,29.112,0.15618,226.32,191.74,2081.5,84.999,-3.1429e-5,NaN
0.65125,8.2928,29.67,55.3,0.74638,-1.8135e-8,0.35895,0,6.723e-4,6.8094e-7,32.141,29.06,0.15612,226.18,191.58,2094.9,84.997,-5.3463e-5,NaN
0.70125,9.8386,32.439,55.755,0.89207,-4.3902e-8,0.39946,0,0.0010824,1.0634e-6,32.084,29.007,0.15605,226.07,191.41,2106.7,84.995,-8.2755e-5,NaN
0.75125,11.523,35.231,56.2,1.052,-9.1742e-8,0.43135,0,0.0016178,2.849e-7,32.027,28.953,0.15598,225.98,191.24,2118.1,84.991,-1.0868e-4,NaN
0.80125,13.346,38.045,56.645,1.2261,-1.6797e-7,0.45585,0,0.0022917,1.2159e-6,31.969,28.898,0.15591,225.93,191.07,2129.4,84.986,-1.3954e-4,NaN
0.85125,15.31,40.881,57.089,1.4147,-2.8074e-7,0.47381,0,0.0031149,-5.6575e-7,31.911,28.843,0.15584,225.89,190.9,2140.8,84.978,-1.5193e-4,NaN
0.90125,17.416,43.74,57.532,1.6177,-4.3456e-7,0.48576,0,0.0040973,-1.2603e-6,31.853,28.788,0.15577,225.87,190.73,2152.2,84.968,-1.2955e-4,NaN
0.95125,19.665,46.62,57.912,1.8353,-6.2173e-7,0.49203,0,0.0052482,-2.6361e-6,31.795,28.732,0.1557,225.86,190.55,2161.7,84.954,-6.55e-5,NaN
1.0013,22.057,49.52,58.226,2.0677,-8.2707e-7,0.49282,0,0.0065683,-2.033e-6,31.736,28.676,0.15563,225.88,190.37,2169,84.937,1.4541e-5,NaN
1.0513,24.594,52.435,58.541,2.3148,-1.0252e-6,0.48824,0,0.0080582,-2.1183e-6,31.676,28.619,0.15556,225.91,190.2,2176.3,84.916,7.1204e-5,NaN
1.1013,27.276,55.367,58.854,2.5768,-1.1974e-6,0.47832,0,0.0097141,-2.3817e-6,31.617,28.562,0.15549,225.96,190.02,2183.7,84.891,1.4967e-4,NaN
1.1513,30.104,58.313,59.166,2.8539,-1.3249e-6,0.46304,0,0.011517,-3.1661e-6,31.558,28.504,0.15542,226.02,189.83,2191,84.861,2.4399e-4,NaN
1.2013,33.08,61.276,59.46,3.1462,-1.3765e-6,0.44241,0,0.013452,-3.2003e-6,31.498,28.447,0.15534,226.1,189.65,2197.9,84.825,3.294e-4,NaN
1.2513,36.203,64.253,59.673,3.4538,-1.3218e-6,0.41645,0,0.015494,-3.2435e-6,31.439,28.388,0.15527,226.2,189.47,2202.2,84.783,3.8722e-4,NaN
1.3013,39.474,67.24,59.872,3.7769,-1.1346e-6,0.38529,0,0.0176,-4.6996e-6,31.379,28.33,0.1552,226.31,189.29,2206.2,84.736,4.6137e-4,NaN
1.3513,42.895,70.238,60.069,4.1158,-7.9669e-7,0.34911,0,0.019727,-6.9315e-6,31.318,28.27,0.15513,226.44,189.1,2210.1,84.683,5.5337e-4,NaN
1.4013,46.464,73.245,60.264,4.4705,-2.7195e-7,0.30821,0,0.021812,-5.9331e-6,31.258,28.211,0.15506,226.59,188.91,2214,84.623,6.4711e-4,NaN
1.4513,50.183,76.262,60.457,4.8415,4.829e-7,0.26304,0,0.023793,-6.6415e-6,31.198,28.151,0.15498,226.75,188.73,2218,84.558,7.0524e-4,NaN
1.5013,54.053,79.289,60.606,5.2288,1.4928e-6,0.2142,0,0.0256,-3.7617e-6,31.138,28.092,0.15491,226.93,188.54,2220.6,84.487,7.0002e-4,NaN
1.5513,58.073,82.323,60.722,5.6328,2.754e-6,0.16248,0,0.027148,-5.6217e-6,31.077,28.031,0.15484,227.11,188.35,2222.3,84.411,6.2484e-4,NaN
1.6013,62.244,85.363,60.835,6.0539,4.2528e-6,0.10883,0,0.028362,-7.1008e-6,31.016,27.971,0.15477,227.3,188.16,2223.9,84.332,5.9453e-4,NaN
1.6513,66.566,88.408,60.946,6.4922,5.9533e-6,0.054408,0,0.02914,-4.6375e-6,30.956,27.91,0.15469,227.5,187.97,2225.6,84.249,4.2197e-4,NaN
1.7013,71.039,91.459,61.055,6.9482,7.8165e-6,5.399e-4,0,0,0,30.895,27.849,0.15462,227.7,187.77,2227.2,84.165,2.5008e-4,NaN
1.7513,75.664,94.514,61.151,7.4222,9.7681e-6,0.051289,0,-0.029099,-6.2228e-8,30.834,27.787,0.15455,227.58,187.58,2228.6,84.081,3.1998e-5,NaN
1.8013,80.441,97.575,61.212,7.9145,1.1702e-5,0.099468,0,-0.028153,7.0598e-6,30.774,27.726,0.15447,227.46,187.39,2228.9,83.999,-1.4121e-4,NaN
1.8513,85.37,100.64,61.266,8.4256,1.3532e-5,0.14236,0,-0.026538,-7.4062e-8,30.713,27.664,0.1544,227.37,187.19,2229.1,83.921,-3.6054e-4,NaN
1.9013,90.451,103.7,61.317,8.9556,1.5155e-5,0.17835,0,-0.02426,3.2377e-6,30.652,27.601,0.15433,227.3,186.99,2229.4,83.848,-6.1821e-4,NaN
1.9513,95.684,106.77,61.365,9.505,1.6431e-5,0.20595,0,-0.021343,-6.5155e-6,30.591,27.539,0.15426,227.26,186.8,2229.6,83.782,-9.6266e-4,NaN
2.0013,101.07,109.84,61.41,10.074,1.7186e-5,0.2239,0,-0.017877,1.0916e-5,30.531,27.476,0.15418,227.24,186.6,2229.8,83.726,-0.0012162,NaN
2.0513,106.61,112.92,61.429,10.663,1.7295e-5,0.23124,0,-0.013972,6.8231e-6,30.47,27.413,0.15411,227.26,186.4,2229.3,83.68,-0.001274,NaN
2.1013,112.3,115.99,61.434,11.272,1.6707e-5,0.22747,0,-0.0097832,6.4532e-6,30.409,27.35,0.15404,227.32,186.2,2228.6,83.646,-0.0013367,NaN
2.1513,118.14,119.06,61.436,11.901,1.537e-5,0.21256,0,-0.0054912,-1.6318e-6,30.348,27.287,0.15396,227.41,186,2227.8,83.624,-0.001363,NaN
2.2013,124.14,122.14,61.434,12.55,1.3257e-5,0.18708,0,-0.0013501,9.4706e-6,30.287,27.223,0.15389,227.53,185.8,2227,83.614,-0.0013129,NaN
2.2513,130.28,125.21,61.428,13.22,1.0414e-5,0.15235,0,0.0023615,1.1698e-5,30.227,27.159,0.15382,227.68,185.6,2226.2,83.616,-0.0010817,NaN
2.3013,136.58,128.29,61.403,13.909,6.971e-6,0.11033,0,0.0053966,7.784e-6,30.166,27.095,0.15375,227.85,185.4,2225,83.627,-7.3361e-4,NaN
2.3513,143.03,131.36,61.333,14.619,3.125e-6,0.063587,0,0.0075148,5.8517e-7,30.105,27.031,0.15367,228.04,185.2,2222.5,83.646,-4.8856e-4,NaN
2.4012,149.64,134.43,61.257,15.348,-9.2104e-7,0.015186,0,0.0085253,-1.9776e-5,30.045,26.967,0.1536,228.24,184.99,2219.9,83.669,-4.7022e-4,NaN
2.4512,156.4,137.49,61.178,16.097,-5.2308e-6,0.03154,0,-0.008304,-8.6879e-6,29.984,26.902,0.15353,228.24,184.79,2217.4,83.694,-7.7706e-4,NaN
2.5012,163.3,140.55,61.095,16.866,-9.9565e-6,0.073086,0,-0.0067612,-1.066e-7,29.924,26.837,0.15345,228.17,184.58,2214.8,83.716,-0.0010078,NaN
2.5512,170.36,143.61,61.001,17.654,-1.5236e-5,0.10613,0,-0.0039972,-7.1681e-7,29.863,26.772,0.15338,228.12,184.38,2212,83.731,-0.0010647,NaN
2.6012,177.58,146.66,60.761,18.46,-2.1066e-5,0.12794,0,-2.0573e-4,-1.8967e-5,29.803,26.707,0.15331,228.11,184.17,2205,83.738,-7.2039e-4,NaN
2.6512,184.94,149.7,60.464,19.286,-2.7254e-5,0.13662,0,0.0042752,-3.9741e-6,29.743,26.642,0.15324,228.14,183.97,2196.4,83.732,-3.8872e-4,NaN
2.7012,192.45,152.73,60.164,20.13,-3.3571e-5,0.13149,0,0.0090408,1.0788e-6,29.683,26.577,0.15317,228.22,183.76,2187.7,83.713,-2.4799e-4,NaN
2.7512,200.12,155.74,59.861,20.993,-3.9986e-5,0.11309,0,0.013608,1.6249e-5,29.623,26.512,0.15309,228.33,183.56,2179.1,83.68,-4.6698e-4,NaN
2.8012,207.93,158.73,59.555,21.875,-4.6641e-5,0.083418,0,0.017443,5.5272e-5,29.564,26.447,0.15302,228.48,183.35,2170.5,83.635,-0.0012803,NaN
2.8512,215.89,161.71,59.097,22.776,-5.4083e-5,0.045762,0,0.020079,1.1589e-4,29.504,26.381,0.15295,228.65,183.14,2157.5,83.581,-0.0022529,NaN
2.9012,224,164.67,58.349,23.696,-6.2971e-5,0.004419,0,0.021127,0.0011374,29.445,26.316,0.15288,228.84,182.94,2136.2,83.522,-0.0027013,NaN
2.9512,232.25,167.58,57.589,24.635,-7.3735e-5,0.035694,0,-0.020424,1.342e-4,29.388,26.252,0.15281,228.81,182.74,2114.6,83.462,-0.002524,NaN
3.0012,240.64,170.47,56.824,25.594,-8.6159e-5,0.069524,0,-0.017935,6.1818e-5,29.33,26.188,0.15274,228.76,182.53,2093,83.407,-0.0020973,NaN
3.0512,249.18,173.31,56.055,26.572,-9.9975e-5,0.092777,0,-0.013939,3.6138e-5,29.273,26.124,0.15267,228.76,182.33,2071.5,83.361,-0.0012855,NaN
3.1012,257.86,176.11,55.276,27.57,-1.1454e-4,0.10244,0,-0.0089704,5.3232e-5,29.215,26.059,0.1526,228.79,182.13,2049.8,83.328,-8.74e-5,NaN
3.1512,266.68,178.87,54.429,28.587,-1.2871e-4,0.097289,0,-0.0036529,4.7805e-5,29.159,25.995,0.15254,228.88,181.92,2026.2,83.31,0.0013715,NaN
3.2012,275.63,181.6,53.556,29.623,-1.4113e-4,0.078225,0,0.0011765,2.1218e-5,29.103,25.933,0.15247,229.01,181.73,2002.2,83.306,0.0022985,NaN
3.2512,284.72,184.27,52.677,30.679,-1.5105e-4,0.048392,0,0.0047712,6.1711e-5,29.049,25.872,0.1524,229.17,181.53,1978.1,83.315,0.0029846,NaN
3.3012,293.93,186.91,51.795,31.753,-1.5793e-4,0.01261,0,0.006575,1.7687e-4,28.995,25.81,0.15234,229.35,181.34,1954.1,83.332,0.0030256,NaN
3.3512,303.28,189.5,50.909,32.845,-1.6175e-4,0.023233,0,-0.0062004,1.1004e-4,28.941,25.749,0.15227,229.39,181.14,1930.1,83.351,0.0023596,NaN
3.4012,312.75,192.04,50.076,33.954,-1.6327e-4,0.053033,0,-0.0037092,6.1034e-5,28.887,25.687,0.15221,229.38,180.95,1907.6,83.365,0.0012314,NaN
3.4512,322.35,194.55,49.311,35.081,-1.6338e-4,0.071687,0,4.5058e-4,2.8946e-5,28.835,25.626,0.15215,229.4,180.76,1887.3,83.37,2.9761e-4,NaN
3.5012,332.07,197.01,48.542,36.224,-1.6308e-4,0.076131,0,0.0055447,4.2434e-5,28.784,25.567,0.15209,229.46,180.57,1866.9,83.362,-4.8516e-4,NaN
3.5512,341.92,199.44,47.772,37.384,-1.633e-4,0.06573,0,0.010592,3.7687e-5,28.733,25.509,0.15202,229.57,180.38,1846.6,83.339,-0.0013333,NaN
3.6012,351.88,201.83,47,38.561,-1.6477e-4,0.04281,0,0.014605,5.8518e-5,28.682,25.45,0.15196,229.72,180.2,1826.3,83.302,-0.0015328,NaN
3.6512,361.96,204.18,46.2,39.753,-1.6768e-4,0.012263,0,0.016673,1.9888e-4,28.632,25.391,0.1519,229.89,180.01,1805.2,83.257,-0.0014272,NaN
3.7012,372.15,206.48,45.223,40.962,-1.7198e-4,0.019352,0,-0.016362,1.0378e-4,28.582,25.332,0.15184,229.95,179.82,1779.1,83.209,-0.0013948,NaN
3.7512,382.46,208.74,44.21,42.188,-1.7767e-4,0.04533,0,-0.01375,3.7369e-5,28.533,25.276,0.15179,229.95,179.64,1752.2,83.165,-0.0015763,NaN
3.8012,392.88,210.95,43.193,43.43,-1.8488e-4,0.06012,0,-0.0093545,2.7497e-5,28.486,25.22,0.15173,229.99,179.47,1725.2,83.132,-0.0015702,NaN
3.8512,403.41,213.11,42.173,44.689,-1.9337e-4,0.060658,0,-0.0041979,4.6619e-5,28.439,25.164,0.15167,230.07,179.29,1698.2,83.112,-7.7334e-4,NaN
3.9012,414.04,215.22,41.15,45.963,-2.0235e-4,0.047215,0,5.3341e-4,7.1674e-5,28.392,25.108,0.15162,230.19,179.11,1671.3,83.107,4.6334e-4,NaN
3.9512,424.77,217.28,40.079,47.254,-2.1019e-4,0.023307,0,0.0037033,1.0047e-4,28.345,25.052,0.15156,230.34,178.94,1643,83.114,0.0020589,NaN
4.0012,435.61,219.28,38.961,48.559,-2.1529e-4,0.0050324,0,-0.0045576,3.1498e-4,28.299,24.998,0.1515,230.47,178.77,1613.6,83.126,0.0028335,NaN
4.0512,446.54,221.22,37.839,49.88,-2.1699e-4,0.030524,0,-0.0028557,6.3353e-5,28.256,24.947,0.15145,230.47,178.6,1584.1,83.138,0.0027465,NaN
4.1012,457.57,223.11,36.718,51.214,-2.1556e-4,0.046742,0,9.2779e-4,1.5572e-5,28.213,24.895,0.1514,230.5,178.44,1554.7,83.141,0.0021963,NaN
4.1512,468.69,224.95,35.599,52.562,-2.1166e-4,0.049758,0,0.00574,2.1235e-5,28.17,24.843,0.15135,230.57,178.27,1525.2,83.131,0.0013581,NaN
4.2012,479.9,226.73,34.483,53.924,-2.0627e-4,0.039218,0,0.010249,6.3858e-5,28.127,24.791,0.1513,230.67,178.11,1495.9,83.108,1.8286e-5,NaN
4.2512,491.2,228.45,33.381,55.298,-2.0123e-4,0.018412,0,0.013252,8.8103e-5,28.086,24.741,0.15125,230.81,177.95,1466.8,83.074,-9.1225e-4,NaN
4.3012,502.58,230.12,32.277,56.686,-1.9733e-4,0.0065429,0,-0.013886,1.8182e-4,28.046,24.693,0.1512,230.92,177.8,1437.9,83.035,-4.6848e-4,NaN
4.3512,514.04,231.73,31.173,58.086,-1.9413e-4,0.028415,0,-0.01195,5.8364e-6,28.007,24.645,0.15115,230.92,177.65,1408.9,82.997,-5.4066e-5,NaN
4.4012,525.58,233.29,30.069,59.499,-1.9113e-4,0.040928,0,-0.0080925,5.1649e-6,27.968,24.598,0.15111,230.95,177.5,1379.9,82.968,-1.4802e-4,NaN
4.4512,537.19,234.79,28.964,60.925,-1.8831e-4,0.040728,0,-0.0035173,3.414e-5,27.93,24.551,0.15106,231.01,177.35,1350.9,82.951,3.1474e-4,NaN
4.5012,548.88,236.23,27.982,62.364,-1.8517e-4,0.028482,0,3.9115e-4,6.541e-5,27.891,24.504,0.15101,231.12,177.2,1325.4,82.947,0.0014179,NaN
4.5512,560.64,237.63,27.081,63.814,-1.8021e-4,0.0083007,0,0.0025323,1.8722e-4,27.855,24.459,0.15097,231.24,177.05,1302.3,82.952,0.0032193,NaN
4.6012,572.46,238.98,26.178,65.276,-1.7132e-4,0.013304,0,-0.0021648,3.396e-5,27.82,24.416,0.15093,231.29,176.92,1279.2,82.959,0.0046627,NaN
4.6512,584.35,240.29,25.278,66.749,-1.5652e-4,0.029462,0,4.2365e-4,-1.2361e-5,27.785,24.373,0.15089,231.3,176.78,1256,82.962,0.0054288,NaN
4.7012,596.31,241.55,24.38,68.232,-1.3531e-4,0.035321,5.9277e-9,0.0043887,-4.9301e-5,27.75,24.33,0.15085,231.34,176.64,1232.9,82.955,0.0052107,NaN
4.7512,608.32,242.77,23.507,69.726,-1.0827e-4,0.029364,5.1068e-9,0.0084064,3.5297e-5,27.716,24.286,0.1508,231.41,176.51,1210.3,82.937,0.0036872,NaN
4.8012,620.4,243.94,22.71,71.229,-7.7809e-5,0.014018,0,0.011147,2.2457e-4,27.682,24.244,0.15076,231.52,176.37,1189.7,82.909,3.1985e-4,NaN
4.8512,632.53,245.07,21.919,72.743,-4.8065e-5,0.0052912,0,-0.011672,7.2389e-4,27.65,24.204,0.15072,231.6,176.25,1169.3,82.875,-0.0017265,NaN
4.9012,644.71,246.17,21.13,74.267,-2.1938e-5,0.021863,0,-0.0099681,1.9636e-4,27.618,24.165,0.15069,231.6,176.12,1148.9,82.844,-0.0019834,NaN
4.9512,656.95,247.22,20.341,75.8,5.0727e-7,0.030168,0,-0.006527,8.6315e-5,27.586,24.125,0.15065,231.63,175.99,1128.5,82.82,-7.4342e-4,NaN
5.0012,669.24,248.24,19.546,77.344,2.0553e-5,0.027527,0,-0.0026325,4.6956e-5,27.555,24.085,0.15061,231.68,175.87,1108.1,82.807,2.1281e-4,NaN
5.0512,681.58,249.21,18.642,78.897,3.9876e-5,0.015286,0,2.6651e-4,5.3982e-5,27.524,24.046,0.15057,231.77,175.74,1084.6,82.804,0.0013345,NaN
5.1012,693.97,250.14,17.684,80.459,5.9937e-5,0.0017213,0,-0.0011593,1.0168e-4,27.494,24.009,0.15054,231.86,175.62,1059.6,82.806,0.0024279,NaN
5.1512,706.4,251.02,16.727,82.029,8.2156e-5,0.017247,0,1.1002e-4,3.616e-5,27.466,23.973,0.1505,231.85,175.51,1034.7,82.808,0.0021568,NaN
5.2012,718.87,251.85,15.775,83.608,1.0633e-4,0.025798,0,0.0030894,6.5481e-5,27.438,23.937,0.15047,231.87,175.4,1009.8,82.804,9.4124e-4,NaN
5.2512,731.38,252.64,14.83,85.195,1.3023e-4,0.024438,0,0.0066489,1.6769e-4,27.409,23.902,0.15044,231.91,175.28,984.83,82.79,-0.0010158,NaN
5.3012,743.93,253.38,13.576,86.79,1.5167e-4,0.013991,0,0.0094136,4.8305e-4,27.381,23.866,0.1504,231.98,175.17,951.26,82.767,-0.0036899,NaN
5.3512,756.52,254.05,11.599,88.392,1.6685e-4,0.0014171,0,-0.008788,0.0054202,27.355,23.833,0.15037,232.06,175.07,897.62,82.738,-0.0055002,NaN
5.4012,769.13,254.63,9.603,90,1.7396e-4,0.015094,0,-0.0090825,4.2399e-4,27.332,23.803,0.15034,232.04,174.97,843.16,82.71,-0.0048631,NaN
5.4512,781.77,255.11,7.6203,91.616,1.739e-4,0.022351,0,-0.0062966,1.9646e-4,27.31,23.775,0.15032,232.05,174.88,788.7,82.688,-0.0031155,NaN
5.5012,794.43,255.48,5.656,93.237,1.6952e-4,0.020682,0,-0.0031462,1.2177e-4,27.288,23.746,0.15029,232.07,174.79,734.24,82.674,-8.3117e-4,NaN
5.5512,807.11,255.76,3.7535,94.864,1.6445e-4,0.011265,0,-8.5859e-4,6.577e-5,27.265,23.718,0.15026,232.12,174.7,680.47,82.669,0.0013561,NaN
5.6012,819.8,255.93,2.2679,96.496,1.6168e-4,0.0019767,0,1.3361e-4,-8.0515e-5,27.244,23.69,0.15024,232.16,174.61,636.06,82.668,0.0028288,NaN
5.6512,832.49,256.03,1.2508,98.131,1.6321e-4,0.013934,0,0.0012718,-6.6167e-5,27.227,23.668,0.15022,232.13,174.54,594.62,82.666,0.003785,NaN
5.7012,845.19,256.05,1.6129,99.77,1.6972e-4,0.020005,0,0.0037923,-8.4711e-5,27.211,23.648,0.1502,232.11,174.48,553.18,82.659,0.0038798,NaN
5.7512,857.88,255.99,2.8672,101.41,1.8158e-4,0.018035,0,0.0066675,-2.1455e-5,27.196,23.629,0.15018,232.11,174.42,511.73,82.644,0.0028063,NaN
5.8012,870.57,255.86,4.2847,103.06,1.9649e-4,0.0090196,0,0.0087374,2.2589e-4,27.181,23.609,0.15016,232.14,174.35,470.29,82.622,-6.6354e-5,NaN
5.8512,883.26,255.66,5.8913,104.7,2.1082e-4,0.0031004,0,-0.0090799,0.0012045,27.166,23.589,0.15014,232.15,174.29,424.58,82.596,-0.0030951,NaN
5.9012,895.93,255.37,7.7623,106.35,2.2016e-4,0.013366,0,-0.0079385,3.7426e-4,27.154,23.574,0.15013,232.1,174.24,371.82,82.571,-0.0065203,NaN
5.9512,908.58,254.99,9.6364,108,2.204e-4,0.01806,0,-0.0056716,3.2889e-4,27.145,23.562,0.15012,232.07,174.21,318.96,82.551,-0.0075338,NaN
6.0012,921.21,254.52,11.505,109.65,2.1049e-4,0.015688,0,-0.0032302,2.7619e-4,27.137,23.552,0.15011,232.06,174.17,266.1,82.538,-0.0055187,NaN
6.0512,933.81,253.95,13.368,111.29,1.9384e-4,0.0075029,0,-0.0016284,2.4791e-4,27.129,23.541,0.1501,232.06,174.14,213.24,82.532,-0.0013239,NaN
6.1012,946.39,253.28,15.129,112.94,1.7647e-4,0.0031521,0,0.0012587,-4.5887e-4,27.12,23.531,0.15009,232.04,174.1,163,82.528,0.003952,NaN
6.1512,958.92,252.53,16.014,114.59,1.6487e-4,0.01214,0,0.0023814,-3.3807e-4,27.113,23.522,0.15008,231.98,174.08,136.46,82.523,0.0079324,NaN
6.2012,971.42,251.74,16.689,116.23,1.6356e-4,0.016268,0,0.0044338,-2.6384e-4,27.109,23.516,0.15008,231.93,174.06,115.58,82.513,0.0088228,NaN
